rowid,pl_name,hostname,pl_orbper,pl_orblper,pl_orbtper,pl_orbincl,pl_orbsmax,pl_orbeccen,pl_bmasse,st_rad,st_mass
3633,Kepler-867 b,Kepler-867,150.242127,,,89.81,0.5375,0.0,19.4,0.91,0.92
3634,Kepler-844 b,Kepler-844,2.613020856,,,80.29,0.0298,0.0,3.46,0.57,0.59
3635,Kepler-845 b,Kepler-845,0.927859821,,,76.15,0.01668,0.0,4.82,0.75,0.79
3636,Kepler-846 b,Kepler-846,19.80792185,,,89.93,0.1399,0.0,6.71,0.91,0.94
3637,Kepler-847 b,Kepler-847,2.343231895,,,89.7,0.0315,0.0,1.76,0.77,0.83
3638,Kepler-858 b,Kepler-858,76.13602028,,,89.97,0.33939,0.0,21.1,0.91,0.96
3639,Kepler-859 b,Kepler-859,20.38177573,,,89.59,0.13157,0.0,9.75,0.77,0.81
3640,Kepler-860 b,Kepler-860,5.101379454,,,89.9,0.058,0.0,10.6,1.06,1.04
3641,Kepler-861 b,Kepler-861,3.949631375,,,89.86,0.0463,0.0,5.82,0.78,0.82
3642,Kepler-1417 b,Kepler-1417,20.3505213,,,89.48,0.14062,0.0,0.972,1.02,1.02
3643,Kepler-1375 b,Kepler-1375,3.3004192,,,89.92,0.0471,0.0,3.68,1.78,1.47
3644,TRAPPIST-1 f,TRAPPIST-1,9.20754,368.81,,89.74,0.03849,0.01007,1.039,0.1192,0.0898
3645,TRAPPIST-1 g,TRAPPIST-1,12.352446,191.34,,89.742,0.04683,0.00208,1.321,0.1192,0.0898
3646,TRAPPIST-1 h,TRAPPIST-1,18.772866,338.92,,89.805,0.06189,0.00567,0.326,0.1192,0.0898
3647,Kepler-1405 b,Kepler-1405,28.2274184,,,89.96,0.1778,0.0,14.9,1.07,1.05
3648,Kepler-1406 b,Kepler-1406,11.62905828,,,85.67,0.0987,0.0,1.37,1.12,1.05
3649,TYC 3667-1280-1 b,TYC 3667-1280-1,26.468,240.0,2456320.1,,0.21,0.036,1716.282,6.26,1.87
3650,Kepler-1407 b,Kepler-1407,20.0711504,,,88.07,0.1502,0.0,5.69,1.15,1.1
3651,Kepler-1408 b,Kepler-1408,2.99793191,,,85.24,0.04218,0.0,0.64,1.35,1.21
3652,Kepler-1409 b,Kepler-1409,0.764864926,,,87.31,0.01553,0.0,1.12,0.79,0.83
3653,Kepler-1410 b,Kepler-1410,60.866168,,,89.75,0.2543,0.0,3.82,0.6,0.63
3654,Kepler-1400 b,Kepler-1400,9.06689421,,,83.96,0.0771,0.0,3.26,0.78,0.83
3655,Kepler-1487 b,Kepler-1487,7.31946363,,,89.44,0.0898,0.0,5.18,1.63,1.38
3656,Kepler-1463 b,Kepler-1463,25.15864,,,89.95,0.1694,0.0,4.12,0.95,0.96
3657,Kepler-1450 b,Kepler-1450,54.5094166,,,88.43,0.2401,0.0,3.57,0.68,0.71
3658,Kepler-836 b,Kepler-836,11.36112327,,,87.16,0.1013,0.0,7.9,1.04,1.03
3659,Kepler-825 b,Kepler-825,3.77360059,,,90.0,0.0453,0.0,2.96,1.08,1.03
3660,Kepler-825 c,Kepler-825,8.1818246,,,88.11,0.0759,0.0,4.04,1.08,1.03
3661,Kepler-826 b,Kepler-826,4.48758907,,,87.03,0.05202,0.0,2.1,1.15,1.05
3662,Kepler-827 b,Kepler-827,51.92927591,,,89.69,0.2742,0.0,27.0,0.91,0.93
3663,Kepler-828 b,Kepler-828,0.567857136,,,85.49,0.01228,0.0,2.89,0.77,0.81
3664,Kepler-801 b,Kepler-801,11.41928253,,,89.36,0.0795,0.0,4.66,0.63,0.67
3665,Kepler-802 b,Kepler-802,40.0587473,,,88.65,0.2265,0.0,12.3,0.9,0.93
3666,Kepler-271 d,Kepler-271,5.24972541,,,89.01,0.05554,0.0,0.219,0.87,0.9
3667,Kepler-820 b,Kepler-820,127.8338098,,,89.72,0.56004,0.0,30.8,1.36,1.23
3668,Kepler-821 b,Kepler-821,1.92279873,,,89.74,0.029,0.0,2.27,0.8,0.84
3669,Kepler-822 b,Kepler-822,3.222969273,,,87.67,0.04078,0.0,3.78,1.08,1.06
3670,Kepler-823 b,Kepler-823,4.16809082,,,85.09,0.0507,0.0,3.09,0.96,0.98
3671,Kepler-824 b,Kepler-824,4.51436633,,,89.42,0.055,0.0,4.16,1.22,1.15
3672,Kepler-834 b,Kepler-834,13.32388301,,,89.87,0.0862,0.0,4.74,0.66,0.7
3673,Kepler-835 b,Kepler-835,11.41909375,,,81.99,0.107,0.0,8.2,1.11,1.08
3674,Kepler-815 b,Kepler-815,8.57503552,,,89.03,0.09473,0.0,15.8,3.42,1.25
3675,Kepler-816 b,Kepler-816,10.506825646,,,88.93,0.0895,0.0,74.5,0.85,0.9
3676,Kepler-817 b,Kepler-817,3.990106229,,,87.09,0.0493,0.0,60.2,1.03,1.03
3677,Kepler-818 b,Kepler-818,10.035385814,,,89.81,0.0886,0.0,22.9,0.92,0.94
3678,Kepler-819 b,Kepler-819,33.1995648,,,89.98,0.1894,0.0,8.05,0.81,0.86
3679,Kepler-809 b,Kepler-809,55.63934,,,88.74,0.2901,0.0,9.32,0.98,0.99
3680,Kepler-810 b,Kepler-810,4.59725385,,,89.85,0.055,0.0,4.38,1.04,1.03
3681,Kepler-829 b,Kepler-829,6.88337562,,,89.82,0.0678,0.0,5.1,0.97,0.98
3682,Kepler-853 b,Kepler-853,7.16892463,,,86.64,0.079,0.0,3.5,1.55,1.3
3683,Kepler-855 b,Kepler-855,7.886631104,,,89.78,0.0762,0.0,52.7,1.03,1.03
3684,Kepler-856 b,Kepler-856,8.027680595,,,88.52,0.0787,0.0,63.3,0.93,0.96
3685,Kepler-857 b,Kepler-857,85.35129427,,,89.97,0.3751,0.0,37.2,0.99,0.99
3686,Kepler-811 b,Kepler-811,23.58447697,,,88.28,0.15911,0.0,7.75,1.24,1.01
3687,Kepler-812 b,Kepler-812,10.11716531,,,88.95,0.1024,0.0,12.3,1.71,1.45
3688,Kepler-813 b,Kepler-813,19.12947337,,,87.58,0.1439,0.0,5.22,0.93,0.95
3689,Kepler-814 b,Kepler-814,6.1469851,,,89.67,0.0695,0.0,5.14,1.22,1.15
3690,Kepler-1451 b,Kepler-1451,35.622233,,,89.73,0.2101,0.0,11.2,0.99,1.0
3691,Kepler-1452 b,Kepler-1452,42.913751,,,89.6,0.25764,0.0,7.75,2.06,1.41
3692,Kepler-1389 b,Kepler-1389,99.2530951,,,88.71,0.38249,0.0,3.78,0.74,0.81
3693,Kepler-1380 b,Kepler-1380,10.3108245,,,89.47,0.0917,0.0,2.63,0.94,0.96
3694,Kepler-1381 b,Kepler-1381,25.3842686,,,89.74,0.1728,0.0,5.69,0.94,0.96
3695,Kepler-1397 b,Kepler-1397,47.449955,,,89.97,0.25861,0.0,3.61,1.12,1.09
3696,Kepler-1457 b,Kepler-1457,51.1110243,,,89.97,0.26391,0.0,4.62,1.01,1.01
3697,Kepler-780 b,Kepler-780,0.677375164,,,87.38,0.015,0.0,0.64,1.02,1.01
3698,Kepler-1444 b,Kepler-1444,33.42035034,,,88.55,0.20906,0.0,5.39,1.05,1.03
3699,Kepler-1445 b,Kepler-1445,10.60052251,,,86.66,0.09587,0.0,0.84,1.26,1.13
3700,Kepler-1446 b,Kepler-1446,0.689967832,,,88.5,0.01405,0.0,0.477,0.75,0.81
3701,Kepler-1447 b,Kepler-1447,56.6747285,,,89.44,0.2836,0.0,8.75,0.95,0.97
3702,Kepler-1448 b,Kepler-1448,12.27065865,,,89.95,0.1058,0.0,3.22,0.93,0.95
3703,Kepler-1449 b,Kepler-1449,13.2274528,,,85.35,0.1176,0.0,3.46,1.1,1.08
3704,Kepler-1442 b,Kepler-1442,81.4162941,,,87.53,0.40814,0.0,14.7,1.44,1.34
3705,Kepler-1402 b,Kepler-1402,2.03387914,,,87.24,0.0322,0.0,0.363,0.87,0.9
3706,Kepler-1403 b,Kepler-1403,5.19492202,,,89.58,0.064,0.0,5.22,1.15,1.11
3707,Kepler-1404 b,Kepler-1404,15.9314739,,,89.16,0.1143,0.0,4.7,0.8,0.84
3708,Kepler-1393 b,Kepler-1393,2.44357812,,,88.5,0.0337,0.0,0.437,0.92,0.95
3709,Kepler-1394 b,Kepler-1394,3.93766373,,,87.96,0.05474,0.0,2.51,2.55,1.64
3710,Kepler-1395 b,Kepler-1395,3.78470649,,,89.88,0.04974,0.0,0.437,1.23,1.17
3711,Kepler-1396 b,Kepler-1396,18.2206421,,,89.74,0.1406,0.0,4.94,1.27,1.18
3712,Kepler-1436 b,Kepler-1436,9.705716,,,75.52,0.0907,0.0,2.27,1.09,1.06
3713,Kepler-1398 b,Kepler-1398,2.78815679,,,89.47,0.03909,0.0,0.666,1.18,1.13
3714,Kepler-803 b,Kepler-803,50.28638192,,,89.98,0.26721,0.0,13.8,1.12,1.05
3715,Kepler-804 b,Kepler-804,14.37457351,,,89.91,0.11287,0.0,4.42,1.05,1.01
3716,Kepler-804 c,Kepler-804,9.65185017,,,89.59,0.08654,0.0,1.55,1.05,1.01
3717,Kepler-805 b,Kepler-805,30.8638931,,,85.76,0.19852,0.0,8.7,1.65,1.19
3718,Kepler-806 b,Kepler-806,8.09219642,,,75.28,0.07684,0.0,1.55,1.16,0.99
3719,Kepler-808 b,Kepler-808,0.631332353,,,76.59,0.01314,0.0,2.73,0.71,0.76
3720,Kepler-1398 c,Kepler-1398,4.13827595,,,86.45,0.05087,0.0,1.08,1.18,1.13
3721,Kepler-1399 b,Kepler-1399,1.638653058,,,86.56,0.0276,0.0,2.1,0.96,0.97
3722,Kepler-800 b,Kepler-800,14.13176026,,,86.95,0.1106,0.0,8.5,0.82,0.85
3723,Kepler-793 b,Kepler-793,4.24153639,,,88.62,0.0491,0.0,2.45,0.97,0.98
3724,Kepler-794 b,Kepler-794,11.13125132,,,89.97,0.10036,0.0,5.1,1.38,1.19
3725,Kepler-795 b,Kepler-795,29.6193421,,,89.94,0.1803,0.0,3.46,0.96,0.94
3726,Kepler-796 b,Kepler-796,6.40087618,,,85.17,0.07317,0.0,2.24,1.09,0.93
3727,Kepler-797 b,Kepler-797,27.07237711,,,89.97,0.181,0.0,5.35,0.95,0.96
3728,Kepler-750 c,Kepler-750,4.08899022,,,87.39,0.05009,0.0,3.26,1.23,1.15
3729,Kepler-751 b,Kepler-751,17.44490636,,,86.98,0.1263,0.0,6.62,0.84,0.87
3730,Kepler-799 b,Kepler-799,133.4605235,,,89.84,0.5167,0.0,37.9,0.93,0.95
3731,Kepler-789 b,Kepler-789,8.63847725,,,89.77,0.0951,0.0,5.14,1.02,1.01
3732,Kepler-790 b,Kepler-790,13.73469807,,,86.64,0.101,0.0,5.39,0.8,0.84
3733,Kepler-791 b,Kepler-791,14.5539759,,,80.57,0.1256,0.0,9.53,1.47,1.3
3734,Kepler-792 b,Kepler-792,11.30119217,,,89.69,0.0988,0.0,4.5,1.12,1.09
3735,Kepler-783 b,Kepler-783,4.29264638,,,87.62,0.04958,0.0,0.399,0.89,0.93
3736,Kepler-784 b,Kepler-784,31.5922646,,,89.06,0.22111,0.0,3.12,1.32,1.0
3737,Kepler-80 f,Kepler-80,0.9867873,,,86.5,0.0175,0.186,4459.73,0.678,0.73
3738,Kepler-786 b,Kepler-786,53.5293487,,,89.72,0.25483,0.0,6.48,0.74,0.81
3739,Kepler-787 b,Kepler-787,0.928310498,,,88.27,0.0159,0.0,2.18,0.62,0.65
3740,Kepler-788 b,Kepler-788,8.39846269,,,86.16,0.0835,0.0,7.04,1.23,1.16
3741,Kepler-776 b,Kepler-776,4.89718784,,,87.63,0.0523,0.0,2.18,0.78,0.83
3742,Kepler-777 b,Kepler-777,5.72812599,,,89.42,0.0519,0.0,2.76,0.56,0.58
3743,Kepler-778 b,Kepler-778,3.75574426,,,89.43,0.0453,0.0,3.46,0.77,0.81
3744,Kepler-779 b,Kepler-779,7.09714223,,,89.89,0.0533,0.0,0.721,0.44,0.46
3745,Kepler-798 b,Kepler-798,13.71933369,,,89.93,0.1174,0.0,6.3,1.29,1.19
3746,Kepler-781 b,Kepler-781,13.2140732,,,87.44,0.1019,0.0,8.7,0.78,0.81
3747,Kepler-782 b,Kepler-782,158.6853308,,,89.98,0.54494,0.0,10.4,1.01,0.98
3748,Kepler-770 b,Kepler-770,18.92540274,,,88.0,0.1694,0.0,5.9,0.92,0.94
3749,Kepler-770 c,Kepler-770,1.475322314,,,88.41,0.0309,0.0,1.87,0.92,0.94
3750,Kepler-770 d,Kepler-770,4.15244722,,,86.24,0.0616,0.0,2.54,0.92,0.94
3751,Kepler-771 b,Kepler-771,8.73485836,,,88.75,0.0843,0.0,3.97,1.05,1.03
3752,Kepler-772 b,Kepler-772,12.99207337,,,89.69,0.11153,0.0,3.97,1.11,0.98
3753,Kepler-785 b,Kepler-785,1.973760926,,,87.9,0.025,0.0,,0.71,0.77
3754,Kepler-775 b,Kepler-775,0.974868926,,,88.53,0.01834,0.0,1.81,0.84,0.92
3755,Kepler-764 b,Kepler-764,7.33683936,,,89.93,0.0724,0.0,3.33,0.89,0.92
3756,Kepler-765 b,Kepler-765,27.6655226,,,89.99,0.1754,0.0,6.48,1.06,1.05
3757,Kepler-766 b,Kepler-766,6.10027804,,,89.92,0.066,0.0,11.4,1.15,1.1
3758,Kepler-767 b,Kepler-767,161.5280101,,,90.0,0.5874,0.0,35.7,0.94,0.96
3759,Kepler-768 b,Kepler-768,11.3910025,,,88.44,0.092,0.0,3.86,0.78,0.82
3760,Kepler-731 b,Kepler-731,3.855603551,,,87.96,0.0505,0.0,,1.06,1.03
3761,Kepler-732 b,Kepler-732,9.467814048,,,89.85,0.0691,0.0,5.39,0.46,0.49
3762,Kepler-760 b,Kepler-760,8.70419416,,,88.6,0.08087,0.0,9.59,0.85,0.89
3763,Kepler-760 c,Kepler-760,2.46697439,,,86.61,0.03489,0.0,2.79,0.85,0.89
3764,Kepler-761 b,Kepler-761,10.12804789,,,87.16,0.0874,0.0,4.78,0.93,0.95
3765,Kepler-762 b,Kepler-762,3.770552098,,,89.64,0.0493,0.0,,1.08,1.06
3766,Kepler-763 b,Kepler-763,1.19655156,,,87.27,0.0205,0.0,1.98,0.8,0.84
3767,Kepler-755 c,Kepler-755,2.853133644,,,86.37,0.037,0.0,2.13,0.77,0.82
3768,Kepler-773 b,Kepler-773,3.749100061,,,80.24,0.04682,0.0,2.63,1.01,1.04
3769,Kepler-774 b,Kepler-774,11.0895723,,,89.92,0.1082,0.0,10.2,2.42,1.57
3770,Kepler-758 b,Kepler-758,12.1097104,,,81.62,0.10754,0.0,6.71,1.42,1.16
3771,Kepler-758 c,Kepler-758,4.75793986,,,84.31,0.05768,0.0,3.5,1.42,1.16
3772,Kepler-758 d,Kepler-758,20.4966197,,,80.73,0.1527,0.0,5.14,1.42,1.16
3773,Kepler-758 e,Kepler-758,8.1934719,,,83.51,0.0829,0.0,2.96,1.42,1.16
3774,Kepler-759 b,Kepler-759,41.805985,,,89.97,0.2329,0.0,5.77,1.04,1.04
3775,Kepler-750 b,Kepler-750,9.42887179,,,89.96,0.08742,0.0,9.64,1.23,1.15
3776,Kepler-769 b,Kepler-769,7.42608998,,,89.65,0.0778,0.0,8.85,1.28,1.19
3777,Kepler-769 c,Kepler-769,15.9870174,,,88.79,0.1297,0.0,3.86,1.28,1.19
3778,Kepler-752 b,Kepler-752,18.82747265,,,89.96,0.1353,0.0,8.3,0.83,0.87
3779,Kepler-753 b,Kepler-753,5.747725012,,,88.33,0.054,0.0,4.31,0.65,0.68
3780,Kepler-754 b,Kepler-754,14.5596237,,,89.93,0.116,0.0,4.7,1.08,1.06
3781,Kepler-755 b,Kepler-755,1.269090374,,,86.18,0.02156,0.0,3.75,0.77,0.82
3782,Kepler-742 b,Kepler-742,8.360868238,,,88.69,0.0744,0.0,10.6,0.71,0.76
3783,Kepler-743 b,Kepler-743,3.179262921,,,89.59,0.04166,0.0,1.92,0.85,0.94
3784,Kepler-756 b,Kepler-756,1.224866322,,,86.94,0.0219,0.0,1.46,0.79,0.82
3785,Kepler-757 b,Kepler-757,1.022678821,,,89.81,0.019,0.0,2.42,1.13,1.08
3786,Kepler-707 b,Kepler-707,2.237492751,,,89.23,0.0325,0.0,2.33,0.76,0.8
3787,Kepler-708 b,Kepler-708,3.167891938,,,89.87,0.0426,0.0,8.91,0.96,0.97
3788,Kepler-692 b,Kepler-692,21.81293494,,,89.92,0.1495,0.0,9.85,0.86,0.9
3789,Kepler-693 b,Kepler-693,15.37563332,,,88.73,0.1121,0.0,73.8,0.72,0.76
3790,Kepler-694 b,Kepler-694,6.365841612,,,87.92,0.0659,0.0,8.25,0.95,0.97
3791,Kepler-712 c,Kepler-712,226.89047,,,89.76,0.66479,0.0,21.0,0.78,0.84
3792,Kepler-713 b,Kepler-713,7.411141,,,87.54,0.0748,0.0,6.71,0.99,0.98
3793,Kepler-714 b,Kepler-714,8.098887986,,,89.93,0.0832,0.0,67.6,1.12,1.09
3794,Kepler-747 b,Kepler-747,35.61760587,,,89.98,0.1916,0.0,24.1,0.78,0.82
3795,Kepler-748 b,Kepler-748,7.40742793,,,89.89,0.0745,0.0,6.9,1.1,1.07
3796,Kepler-749 b,Kepler-749,17.31716585,,,88.8,0.1054,0.0,9.8,0.75,0.79
3797,Kepler-735 b,Kepler-735,11.51516988,,,89.59,0.0965,0.0,9.01,0.8,0.85
3798,Kepler-736 b,Kepler-736,3.60147201,,,89.9,0.0428,0.0,8.91,0.81,0.86
3799,Kepler-703 b,Kepler-703,4.583521756,,,89.81,0.0535,0.0,51.1,1.27,1.18
3800,Kepler-704 b,Kepler-704,3.76182115,,,75.62,0.047,0.0,7.32,0.96,0.97
3801,Kepler-705 b,Kepler-705,56.0560538,,,89.99,0.232,0.0,5.1,0.51,0.53
3802,Kepler-739 b,Kepler-739,12.53248465,,,87.96,0.1054,0.0,11.0,0.9,0.93
3803,Kepler-740 b,Kepler-740,3.584101216,,,89.76,0.0462,0.0,18.9,0.87,0.91
3804,Kepler-741 b,Kepler-741,7.03902374,,,89.94,0.0744,0.0,9.11,1.24,1.16
3805,Kepler-729 b,Kepler-729,3.166353714,,,89.76,0.0432,0.0,12.5,0.91,0.94
3806,Kepler-730 b,Kepler-730,6.491682808,,,86.96,0.0694,0.0,,1.411,1.047
3807,Kepler-744 b,Kepler-744,12.06222443,,,89.47,0.09735,0.0,3.26,0.93,0.94
3808,Kepler-745 b,Kepler-745,9.93143556,,,89.84,0.0915,0.0,5.31,1.04,1.04
3809,Kepler-746 b,Kepler-746,3.48159251,,,89.71,0.0435,0.0,1.41,0.93,0.91
3810,Kepler-732 c,Kepler-732,0.893041236,,,89.92,0.0143,0.0,2.15,0.46,0.49
3811,Kepler-733 b,Kepler-733,20.83424726,,,89.63,0.1483,0.0,8.35,0.86,0.9
3812,Kepler-734 b,Kepler-734,6.104852856,,,89.78,0.0583,0.0,12.4,0.78,0.85
3813,Kepler-722 c,Kepler-722,105.144749,,,88.39,0.4471,0.0,8.35,1.05,1.03
3814,Kepler-723 b,Kepler-723,4.082275068,,,89.51,0.0479,0.0,,0.89,0.92
3815,Kepler-724 b,Kepler-724,3.314946338,,,85.11,0.0433,0.0,10.8,0.86,0.9
3816,Kepler-737 b,Kepler-737,28.59915399,,,89.99,0.1422,0.0,4.5,0.48,0.51
3817,Kepler-738 b,Kepler-738,24.58721573,,,89.02,0.1552,0.0,6.8,0.82,0.86
3818,Kepler-673 b,Kepler-673,3.728731093,,,86.7,0.0455,0.0,34.8,0.84,0.88
3819,Kepler-660 b,Kepler-660,9.27358194,,,88.93,0.0759,0.0,7.13,0.71,0.75
3820,Kepler-661 b,Kepler-661,6.029301321,,,89.5,0.0585,0.0,9.64,0.67,0.7
3821,Kepler-662 b,Kepler-662,21.67697486,,,87.91,0.1408,0.0,5.39,0.74,0.79
3822,Kepler-674 b,Kepler-674,2.243381847,,,82.88,0.028,0.0,3.5,0.57,0.6
3823,Kepler-675 b,Kepler-675,2.33743801,,,88.19,0.0325,0.0,6.53,0.75,0.79
3824,Kepler-676 b,Kepler-676,11.59822172,,,88.62,0.0798,0.0,9.48,0.49,0.51
3825,Kepler-677 b,Kepler-677,6.57531678,,,88.03,0.067,0.0,25.0,0.99,1.0
3826,Kepler-728 b,Kepler-728,5.743477265,,,90.0,0.0625,0.0,11.1,0.93,0.95
3827,Kepler-716 b,Kepler-716,10.37168453,,,88.66,0.08628,0.0,8.75,0.78,0.83
3828,Kepler-717 b,Kepler-717,4.40840023,,,74.9,0.052,0.0,6.44,0.85,0.88
3829,Kepler-718 b,Kepler-718,2.052349905,,,86.76,0.0322,0.0,,1.3,1.18
3830,Kepler-669 b,Kepler-669,4.125546869,,,85.95,0.0529,0.0,20.8,1.2,1.15
3831,Kepler-670 b,Kepler-670,2.816504852,,,89.37,0.0383,0.0,,0.99,0.99
3832,Kepler-671 b,Kepler-671,4.280958588,,,87.72,0.0503,0.0,7.7,0.95,0.97
3833,Kepler-672 b,Kepler-672,38.3774623,,,89.44,0.2163,0.0,6.8,0.92,0.95
3834,Kepler-722 b,Kepler-722,4.093573252,,,79.95,0.0514,0.0,7.41,1.05,1.03
3835,Kepler-709 b,Kepler-709,16.08524954,,,87.21,0.1173,0.0,8.85,0.77,0.8
3836,Kepler-710 b,Kepler-710,4.347285527,,,89.91,0.0524,0.0,4.19,0.91,0.94
3837,Kepler-711 b,Kepler-711,23.58914398,,,86.86,0.1429,0.0,11.5,0.8,0.84
3838,Kepler-712 b,Kepler-712,21.02247699,,,89.95,0.13615,0.0,11.5,0.78,0.84
3839,Kepler-725 b,Kepler-725,39.64372,-90.1,,89.8,0.2238,0.231,81.6,0.88,0.95
3840,Kepler-726 b,Kepler-726,21.80451088,,,88.76,0.1406,0.0,10.7,0.85,0.88
3841,Kepler-727 b,Kepler-727,5.154484417,,,80.1,0.0546,0.0,6.94,0.86,0.89
3842,Kepler-715 b,Kepler-715,10.00652995,,,83.94,0.0933,0.0,13.5,1.04,1.04
3843,Kepler-304 e,Kepler-304,1.499146953,,,87.54,0.02317,0.0,1.87,0.73,0.8
3844,Kepler-700 b,Kepler-700,80.8720639,,,89.4,0.3577,0.0,30.0,0.96,0.98
3845,Kepler-701 b,Kepler-701,10.35533177,,,89.93,0.0895,0.0,8.45,0.84,0.88
3846,Kepler-702 b,Kepler-702,10.526294063,,,88.69,0.088,0.0,61.8,0.86,0.9
3847,Kepler-719 b,Kepler-719,5.007317779,,,87.87,0.0556,0.0,54.5,0.98,0.99
3848,Kepler-720 b,Kepler-720,4.708326542,,,89.71,0.0539,0.0,53.4,0.92,0.95
3849,Kepler-721 b,Kepler-721,5.392025388,,,88.67,0.0583,0.0,7.46,0.78,0.82
3850,Kepler-640 b,Kepler-640,22.24813967,,,87.79,0.15418,0.0,7.08,0.94,1.01
3851,Kepler-641 b,Kepler-641,9.48961571,,,86.44,0.0895,0.0,4.08,1.13,1.02
3852,Kepler-642 b,Kepler-642,4.41745855,,,89.58,0.05631,0.0,8.75,1.66,1.4
3853,Kepler-629 b,Kepler-629,7.2385854,,,89.53,0.07107,0.0,2.48,0.84,0.93
3854,Kepler-643 b,Kepler-643,16.33889626,,,88.91,0.13485,0.37,321.0083,2.52,1.0
3855,Kepler-644 b,Kepler-644,3.173917103,,,78.65,0.04641,0.0,10.1,1.81,1.49
3856,Kepler-645 b,Kepler-645,3.275822621,,,82.54,0.04541,0.0,5.06,1.21,1.13
3857,Kepler-646 b,Kepler-646,15.87364565,,,89.3,0.11251,0.0,4.62,0.91,0.93
3858,Kepler-686 b,Kepler-686,1.594745463,,,85.25,0.0258,0.0,,0.92,0.94
3859,Kepler-687 b,Kepler-687,20.50586978,,,89.62,0.1326,0.0,12.2,0.73,0.77
3860,Kepler-688 b,Kepler-688,3.895936844,,,87.56,0.046,0.0,68.7,0.96,0.98
3861,Kepler-689 b,Kepler-689,22.36656079,,,89.26,0.1449,0.0,8.7,0.88,0.91
3862,Kepler-636 b,Kepler-636,16.080661147,,,89.93,0.1185,0.0,18.1,0.8,0.85
3863,Kepler-637 b,Kepler-637,23.20584623,,,89.92,0.16619,0.0,20.2,2.56,1.64
3864,Kepler-638 b,Kepler-638,6.07972888,,,85.43,0.06695,0.0,4.01,0.93,0.88
3865,Kepler-639 b,Kepler-639,10.21420496,,,89.93,0.09358,0.0,6.26,1.29,1.14
3866,Kepler-682 b,Kepler-682,12.611906672,,,88.17,0.1058,0.0,42.6,0.89,0.92
3867,Kepler-683 b,Kepler-683,2.539183179,,,88.28,0.0355,0.0,4.54,0.95,0.96
3868,Kepler-684 b,Kepler-684,6.770302008,,,86.84,0.064,0.0,11.2,0.86,0.89
3869,Kepler-685 b,Kepler-685,1.6255222,,,89.22,0.0265,0.0,78.8,1.16,1.11
3870,Kepler-695 b,Kepler-695,3.040330424,,,85.95,0.0374,0.0,62.3,0.8,0.84
3871,Kepler-696 b,Kepler-696,4.190425575,,,87.52,0.0535,0.0,31.3,1.08,1.06
3872,Kepler-697 b,Kepler-697,3.709870645,,,89.86,0.0471,0.0,16.0,0.88,0.92
3873,Kepler-698 b,Kepler-698,16.32976218,,,86.59,0.1255,0.0,13.1,0.91,0.94
3874,Kepler-678 b,Kepler-678,7.27503724,,,85.29,0.0732,0.0,23.1,0.91,0.94
3875,Kepler-679 b,Kepler-679,12.39358604,,,86.13,0.0983,0.0,9.32,0.84,0.87
3876,Kepler-667 b,Kepler-667,41.43962808,,,89.31,0.2288,0.0,20.1,0.87,0.91
3877,Kepler-668 b,Kepler-668,8.35390639,,,89.95,0.0768,0.0,7.75,0.82,0.87
3878,Kepler-690 b,Kepler-690,7.748094374,,,88.02,0.081,0.0,29.6,1.16,1.11
3879,Kepler-691 b,Kepler-691,8.114379,,,88.61,0.0649,0.0,5.02,0.5,0.53
3880,Kepler-680 b,Kepler-680,3.689926291,,,89.19,0.0469,0.0,6.44,1.11,1.08
3881,Kepler-681 b,Kepler-681,26.39435646,,,89.28,0.1635,0.0,9.69,0.76,0.8
3882,Kepler-613 b,Kepler-613,15.77979614,,,89.95,0.1232,0.0,5.86,0.96,0.98
3883,Kepler-351 d,Kepler-351,142.544247,,,89.99,0.5177,0.0,7.85,0.78,0.81
3884,Kepler-603 c,Kepler-603,127.9075774,,,89.58,0.53439,0.0,34.5,1.01,1.01
3885,Kepler-614 b,Kepler-614,14.03491514,,,88.37,0.1027,0.0,6.3,0.81,0.85
3886,Kepler-615 b,Kepler-615,10.35584657,,,89.64,0.085,0.0,3.68,0.69,0.73
3887,Kepler-616 b,Kepler-616,9.99761851,,,86.18,0.0927,0.0,6.48,0.97,0.98
3888,Kepler-616 c,Kepler-616,90.4113556,,,89.16,0.4024,0.0,11.5,0.97,0.98
3889,Kepler-617 b,Kepler-617,1.682696148,,,89.85,0.0219,0.0,2.3,0.48,0.51
3890,Kepler-654 b,Kepler-654,13.72465129,,,85.87,0.11664,0.0,4.94,1.11,1.04
3891,Kepler-655 b,Kepler-655,46.4063358,,,89.98,0.25697,0.0,7.8,1.24,1.15
3892,Kepler-656 b,Kepler-656,1.260259094,,,77.17,0.02231,0.0,9.91,0.82,0.86
3893,Kepler-609 b,Kepler-609,6.521210666,,,88.14,0.0682,0.0,11.2,1.14,1.09
3894,Kepler-610 b,Kepler-610,6.996926554,,,89.94,0.0719,0.0,16.3,1.13,1.1
3895,Kepler-610 c,Kepler-610,151.86392,,,89.99,0.5594,0.0,10.9,1.13,1.1
3896,Kepler-611 b,Kepler-611,2.437033302,,,89.87,0.0351,0.0,3.36,1.01,1.01
3897,Kepler-1064 b,Kepler-1064,16.54080322,,,88.92,0.1183,0.0,3.02,0.79,0.85
3898,Kepler-651 b,Kepler-651,21.38521506,,,89.16,0.14078,0.0,6.21,0.87,0.92
